,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_End,UTR_START,UTR_END
1427,NC_000964.3,1340609,1340875,+,BSU12710,xkdR,gene,,1340609,1340875,1340609,1340875,1,1340609,1340875,Y,,1348182,1348183,1348182
1428,NC_000964.3,1340932,1341357,+,BSU12720,xkdS,gene,,1340932,1341357,1340932,1341357,1,1340932,1341357,Y,,1348182,1348183,1348182
1429,NC_000964.3,1341350,1342396,+,BSU12730,xkdT,gene,,1341350,1342396,1341350,1342396,1,1341350,1342396,Y,,1348182,1348183,1348182
1430,NC_000964.3,1342380,1342958,+,BSU12740,xkdU,gene,,1342380,1342958,1342380,1342958,1,1342380,1342958,Y,,1348182,1348183,1348182
1431,NC_000964.3,1342955,1343227,+,BSU12749,xkzA,gene,,1342955,1343227,1342955,1343227,1,1342955,1343227,Y,,1348182,1348183,1348182
1432,NC_000964.3,1343230,1345293,+,BSU12750,xkdV,gene,,1343230,1345293,1343230,1345293,1,1343230,1345293,Y,,1348182,1348183,1348182
1433,NC_000964.3,1345305,1345634,+,BSU12760,xkdW,gene,,1345305,1345634,1345305,1345634,1,1345305,1345634,Y,,1348182,1348183,1348182
1434,NC_000964.3,1345631,1345795,+,BSU12770,xkdX,gene,,1345631,1345795,1345631,1345795,1,1345631,1345795,Y,,1348182,1348183,1348182
1435,NC_000964.3,1345839,1346678,+,BSU12780,xepA,gene,,1345839,1346678,1345839,1346678,1,1345839,1346678,Y,,1348182,1348183,1348182
1436,NC_000964.3,1346731,1347000,+,BSU12790,xhlA,gene,,1346731,1347000,1346731,1347000,1,1346731,1347000,Y,,1348182,1348183,1348182
1437,NC_000964.3,1347013,1347276,+,BSU12800,xhlB,gene,,1347013,1347276,1347013,1347276,1,1347013,1347276,Y,,1348182,1348183,1348182
1438,NC_000964.3,1347289,1348182,+,BSU12810,xlyA,gene,,1347289,1348182,1347289,1348182,1,1347289,1348182,Y,,1348182,1348183,1348182
1445,NC_000964.3,1353080,1354030,+,BSU12870,mhqA,gene,,1353080,1354030,1353080,1354030,1,1353080,1354030,Y,,1354030,1354031,1354030
1446,NC_000964.3,1354285,1356435,+,BSU12880,ykcB,gene,,1354285,1356435,1354285,1356435,1,1354285,1356435,Y,,1357418,1357419,1357418
1447,NC_000964.3,1356447,1357418,+,BSU12890,ykcC,gene,,1356447,1357418,1356447,1357418,1,1356447,1357418,Y,,1357418,1357419,1357418
1450,NC_000964.3,1359454,1360272,+,BSU12910,proG,gene,,1359454,1360272,1359454,1360272,1,1359454,1360272,Y,,1360272,1360273,1360272
1451,NC_000964.3,1360401,1361225,+,BSU12920,dppA,gene,,1360401,1361225,1360401,1361225,1,1360401,1361225,Y,,1369833,1369834,1369833
1452,NC_000964.3,1361242,1362168,+,BSU12930,dppB,gene,,1361242,1362168,1361242,1362168,1,1361242,1362168,Y,,1369833,1369834,1369833
1453,NC_000964.3,1362174,1363136,+,BSU12940,dppC,gene,,1362174,1363136,1362174,1363136,1,1362174,1363136,Y,,1369833,1369834,1369833
1454,NC_000964.3,1363141,1364148,+,BSU12950,dppD,gene,,1363141,1364148,1363141,1364148,1,1363141,1364148,Y,,1369833,1369834,1369833
1455,NC_000964.3,1364151,1365800,+,BSU12960,dppE,gene,,1364151,1365800,1364151,1365800,1,1364151,1365800,Y,,1369833,1369834,1369833
1456,NC_000964.3,1365888,1366847,+,BSU12970,ykfA,gene,,1365888,1366847,1365888,1366847,1,1365888,1366847,Y,,1369833,1369834,1369833
1457,NC_000964.3,1366844,1367944,+,BSU12980,ykfB,gene,,1366844,1367944,1366844,1367944,1,1366844,1367944,Y,,1369833,1369834,1369833
1458,NC_000964.3,1367941,1368831,+,BSU12990,ykfC,gene,,1367941,1368831,1367941,1368831,1,1367941,1368831,Y,,1369833,1369834,1369833
1459,NC_000964.3,1368844,1369833,+,BSU13000,ykfD,gene,,1368844,1369833,1368844,1369833,1,1368844,1369833,Y,,1369833,1369834,1369833
1462,NC_000964.3,1372035,1372553,+,BSU13030,ykhA,gene,,1372035,1372553,1372035,1372553,1,1372035,1372553,Y,,1372553,1372554,1372553
1463,NC_000964.3,1372792,1373991,+,BSU13040,hmp,gene,,1372792,1373991,1372792,1373991,1,1372792,1373991,Y,,1373991,1373992,1373991
1465,NC_000964.3,1374437,1375168,+,BSU13060,ykjA,gene,,1374437,1375168,1374437,1375168,1,1374437,1375168,Y,,1376295,1376296,1376295
1466,NC_000964.3,1375260,1375787,+,BSU13070,ykkA,gene,,1375260,1375787,1375260,1375787,1,1375260,1375787,Y,,1376295,1376296,1376295
1467,NC_000964.3,1375777,1376295,+,BSU13080,ykkB,gene,,1375777,1376295,1375777,1376295,1,1375777,1376295,Y,,1376295,1376296,1376295
1468,NC_000964.3,1376517,1376855,+,BSU13090,ykkC,gene,,1376517,1376855,1376517,1376855,1,1376517,1376855,Y,,1378145,1378146,1378468
1469,NC_000964.3,1376855,1377172,+,BSU13100,ykkD,gene,,1376855,1377172,1376855,1377172,1,1376855,1377172,Y,,1378145,1378146,1378468
1470,NC_000964.3,1377243,1378145,+,BSU13110,purU,gene,,1377243,1378145,1377243,1378145,1,1377243,1378145,Y,,1378145,1378146,1378468
1471,NC_000964.3,1378496,1379593,+,BSU13120,proB,gene,,1378496,1379593,1378496,1379593,1,1378496,1379593,Y,,1380852,1380853,1380905
1472,NC_000964.3,1379605,1380852,+,BSU13130,proA,gene,,1379605,1380852,1379605,1380852,1,1379605,1380852,Y,,1380852,1380853,1380905
1473,NC_000964.3,1380978,1381403,+,BSU13140,ohrA,gene,,1380978,1381403,1380978,1381403,1,1380978,1381403,Y,,1381403,1381404,1381403
1475,NC_000964.3,1382020,1382430,+,BSU13160,ohrB,gene,,1382020,1382430,1382020,1382430,1,1382020,1382430,Y,,1382627,1382628,1382627
1476,NC_000964.3,1382457,1382627,+,BSU13169,ykzN,gene,,1382457,1382627,1382457,1382627,1,1382457,1382627,Y,,1382627,1382628,1382627
1480,NC_000964.3,1387206,1388039,+,BSU13200,rsbRB,gene,,1387206,1388039,1387206,1388039,1,1387206,1388039,Y,,1388039,1388040,1388039
1485,NC_000964.3,1391953,1392639,+,BSU13250,ykoG,gene,,1391953,1392639,1391953,1392639,1,1391953,1392639,Y,,1395508,1395509,1395508
1486,NC_000964.3,1392643,1394007,+,BSU13260,ykoH,gene,,1392643,1394007,1392643,1394007,1,1392643,1394007,Y,,1395508,1395509,1395508
1487,NC_000964.3,1394004,1394684,+,BSU13270,ykoI,gene,,1394004,1394684,1394004,1394684,1,1394004,1394684,Y,,1395508,1395509,1395508
1488,NC_000964.3,1394776,1395288,+,BSU13280,ykoJ,gene,,1394776,1395288,1394776,1395288,1,1394776,1395288,Y,,1395508,1395509,1395508
1489,NC_000964.3,1395371,1395508,+,BSU13290,ykzD,gene,,1395371,1395508,1395371,1395508,1,1395371,1395508,Y,,1395508,1395509,1395508
1490,NC_000964.3,1396013,1397368,+,BSU13300,mgtE,gene,,1396013,1397368,1396013,1397368,1,1396013,1397368,Y,,1397368,1397369,1397368
1492,NC_000964.3,1397938,1398093,+,BSU13320,ykzB,gene,,1397938,1398093,1397938,1398093,1,1397938,1398093,Y,,1398363,1398364,1398363
1493,NC_000964.3,1398181,1398363,+,BSU13330,ykoL,gene,,1398181,1398363,1398181,1398363,1,1398181,1398363,Y,,1398363,1398364,1398363
1494,NC_000964.3,1398496,1398960,+,BSU13340,ykoM,gene,,1398496,1398960,1398496,1398960,1,1398496,1398960,Y,,1398960,1398961,1398960
1496,NC_000964.3,1400188,1400739,+,BSU13360,ykoP,gene,,1400188,1400739,1400188,1400739,1,1400188,1400739,Y,,1400739,1400740,1400739
1498,NC_000964.3,1401772,1403466,+,BSU13380,ykoS,gene,,1401772,1403466,1401772,1403466,1,1401772,1403466,Y,,1404492,1404493,1404492
1499,NC_000964.3,1403479,1404492,+,BSU13390,ykoT,gene,,1403479,1404492,1403479,1404492,1,1403479,1404492,Y,,1404492,1404493,1404492
1503,NC_000964.3,1409912,1410577,+,BSU13430,ykoX,gene,,1409912,1410577,1409912,1410577,1,1409912,1410577,Y,,1411628,1411629,1411628
1504,NC_000964.3,1410654,1411628,+,BSU13440,ykoY,gene,,1410654,1411628,1410654,1411628,1,1410654,1411628,Y,,1411628,1411629,1411628
1505,NC_000964.3,1411892,1412647,+,BSU13450,sigI,gene,,1411892,1412647,1411892,1412647,1,1411892,1412647,Y,,1413789,1413790,1413789
1506,NC_000964.3,1412644,1413789,+,BSU13460,rsgI,gene,,1412644,1413789,1412644,1413789,1,1412644,1413789,Y,,1413789,1413790,1413789
1509,NC_000964.3,1414997,1415893,+,BSU13490,ykrL,gene,,1414997,1415893,1414997,1415893,1,1414997,1415893,Y,,1415893,1415894,1415936
1510,NC_000964.3,1416067,1417416,+,BSU13500,ktrD,gene,,1416067,1417416,1416067,1417416,1,1416067,1417416,Y,,1417416,1417417,1417416
1511,NC_000964.3,1417561,1417716,+,BSU13509,ykzP,gene,,1417561,1417716,1417561,1417716,1,1417561,1417716,Y,,1417895,1417896,1417895
1512,NC_000964.3,1417719,1417895,+,BSU13510,ykzE,gene,,1417719,1417895,1417719,1417895,1,1417719,1417895,Y,,1417895,1417896,1417895
1514,NC_000964.3,1419213,1421429,+,BSU13530,kinE,gene,,1419213,1421429,1419213,1421429,1,1419213,1421429,Y,,1422138,1422139,1422138
1515,NC_000964.3,1421426,1421923,+,BSU13540,ogt,gene,,1421426,1421923,1421426,1421923,1,1421426,1421923,Y,,1422138,1422139,1422138
1516,NC_000964.3,1422013,1422138,+,BSU_none_11,S485,gene,,1422013,1422138,1422013,1422138,1,1422013,1422138,Y,,1422138,1422139,1422138
1520,NC_000964.3,1425641,1426837,+,BSU13580,ykrV,gene,,1425641,1426837,1425641,1426837,1,1425641,1426837,Y,,1426837,1426838,1426837
1521,NC_000964.3,1427034,1428278,+,BSU13590,mtnW,gene,,1427034,1428278,1427034,1428278,1,1427034,1428278,Y,,1430120,1430121,1430120
1522,NC_000964.3,1428275,1428982,+,BSU13600,mtnX,gene,,1428275,1428982,1428275,1428982,1,1428275,1428982,Y,,1430120,1430121,1430120
1523,NC_000964.3,1428940,1429569,+,BSU13610,mtnB,gene,,1428940,1429569,1428940,1429569,1,1428940,1429569,Y,,1430120,1430121,1430120
1524,NC_000964.3,1429584,1430120,+,BSU13620,mtnD,gene,,1429584,1430120,1429584,1430120,1,1429584,1430120,Y,,1430120,1430121,1430120
1526,NC_000964.3,1430684,1430941,+,BSU13640,spo0E,gene,,1430684,1430941,1430684,1430941,1,1430684,1430941,Y,,1431458,1431459,1431458
1527,NC_000964.3,1431027,1431458,+,BSU13650,eag,gene,,1431027,1431458,1431027,1431458,1,1431027,1431458,Y,,1431458,1431459,1431458
1529,NC_000964.3,1433199,1433636,+,BSU13670,mhqR,gene,,1433199,1433636,1433199,1433636,1,1433199,1433636,Y,,1433636,1433637,1433676
1534,NC_000964.3,1438092,1439135,+,BSU13710,ykvI,gene,,1438092,1439135,1438092,1439135,1,1438092,1439135,Y,,1439135,1439136,1439344
1535,NC_000964.3,1439448,1440107,+,BSU13720,queC,gene,,1439448,1440107,1439448,1440107,1,1439448,1440107,Y,,1441788,1441789,1442069
1536,NC_000964.3,1440100,1440549,+,BSU13730,queD,gene,,1440100,1440549,1440100,1440549,1,1440100,1440549,Y,,1441788,1441789,1442069
1537,NC_000964.3,1440542,1441273,+,BSU13740,queE,gene,,1440542,1441273,1440542,1441273,1,1440542,1441273,Y,,1441788,1441789,1442069
1538,NC_000964.3,1441291,1441788,+,BSU13750,ykvM,gene,,1441291,1441788,1441291,1441788,1,1441291,1441788,Y,,1441788,1441789,1442069
1540,NC_000964.3,1442872,1443618,+,BSU13770,ykvO,gene,,1442872,1443618,1442872,1443618,1,1442872,1443618,Y,,1443618,1443619,1443618
1541,NC_000964.3,1444099,1445298,+,BSU13780,ykvP,gene,,1444099,1445298,1444099,1445298,1,1444099,1445298,Y,,1446568,1446569,1446568
1542,NC_000964.3,1445314,1445541,+,BSU13789,ykzQ,gene,,1445314,1445541,1445314,1445541,1,1445314,1445541,Y,,1446568,1446569,1446568
1543,NC_000964.3,1445638,1446336,+,BSU13790,ykvQ,gene,,1445638,1446336,1445638,1446336,1,1445638,1446336,Y,,1446568,1446569,1446568
1545,NC_000964.3,1446317,1446568,+,BSU13799,ykzR,gene,,1446317,1446568,1446317,1446568,1,1446317,1446568,Y,,1446568,1446569,1446568
1546,NC_000964.3,1446841,1447052,+,BSU_none_92,S499,ncRNA,,1446841,1447052,1446841,1447052,1,1446841,1447052,Y,,1447052,1447053,1447052
1547,NC_000964.3,1447251,1447541,+,BSU13800,ykvR,gene,,1447251,1447541,1447251,1447541,1,1447251,1447541,Y,,1447541,1447542,1447541
1549,NC_000964.3,1448013,1448207,+,BSU13819,ykzS,gene,,1448013,1448207,1448013,1448207,1,1448013,1448207,Y,,1448207,1448208,1448207
1550,NC_000964.3,1448506,1449132,+,BSU13820,ykvT,gene,,1448506,1449132,1448506,1449132,1,1448506,1449132,Y,,1449132,1449133,1449132
1551,NC_000964.3,1449250,1450587,+,BSU13830,ykvU,gene,,1449250,1450587,1449250,1450587,1,1449250,1450587,Y,,1451135,1451136,1451135
1552,NC_000964.3,1450638,1451135,+,BSU13840,stoA,gene,,1450638,1451135,1450638,1451135,1,1450638,1451135,Y,,1451135,1451136,1451135
1553,NC_000964.3,1451371,1453284,+,BSU13850,zosA,gene,,1451371,1453284,1451371,1453284,1,1451371,1453284,Y,,1453284,1453285,1453284
1554,NC_000964.3,1453691,1454782,+,BSU13860,ykvY,gene,,1453691,1454782,1453691,1454782,1,1453691,1454782,Y,,1454782,1454783,1454782
1556,NC_000964.3,1455064,1456029,+,BSU13870,ykvZ,gene,,1455064,1456029,1455064,1456029,1,1455064,1456029,Y,,1456958,1456959,1457075
1557,NC_000964.3,1456092,1456958,+,BSU13880,glcT,gene,,1456092,1456958,1456092,1456958,1,1456092,1456958,Y,,1456958,1456959,1457075
1558,NC_000964.3,1457187,1459286,+,BSU13890,ptsG,gene,,1457187,1459286,1457187,1459286,1,1457187,1459286,Y,,1462798,1462799,1462798
1559,NC_000964.3,1459384,1459650,+,BSU13900,ptsH,gene,,1459384,1459650,1459384,1459650,1,1459384,1459650,Y,,1462798,1462799,1462798
1560,NC_000964.3,1459650,1461362,+,BSU13910,ptsI,gene,,1459650,1461362,1459650,1461362,1,1459650,1461362,Y,,1462798,1462799,1462798
1561,NC_000964.3,1461453,1461692,+,BSU13920,splA,gene,,1461453,1461692,1461453,1461692,1,1461453,1461692,Y,,1462798,1462799,1462798
1562,NC_000964.3,1461770,1462798,+,BSU13930,splB,gene,,1461770,1462798,1461770,1462798,1,1461770,1462798,Y,,1462798,1462799,1462798
1564,NC_000964.3,1463628,1465595,+,BSU13950,mcpC,gene,,1463628,1465595,1463628,1465595,1,1463628,1465595,Y,,1465595,1465596,1465595
1565,NC_000964.3,1465733,1466599,+,BSU13960,ykwC,gene,,1465733,1466599,1465733,1466599,1,1465733,1466599,Y,,1466599,1466600,1466599
1567,NC_000964.3,1467805,1469862,+,BSU13980,pbpH,gene,,1467805,1469862,1467805,1469862,1,1467805,1469862,Y,,1469862,1469863,1469862
1568,NC_000964.3,1470026,1471846,+,BSU13990,kinA,gene,,1470026,1471846,1470026,1471846,1,1470026,1471846,Y,,1471846,1471847,1471846
1571,NC_000964.3,1473605,1474516,+,BSU14010,cheV,gene,,1473605,1474516,1473605,1474516,1,1473605,1474516,Y,,1474516,1474517,1474516
1576,NC_000964.3,1478072,1478836,+,BSU14060,ykuF,gene,,1478072,1478836,1478072,1478836,1,1478072,1478836,Y,,1478836,1478837,1478836
1577,NC_000964.3,1479137,1480867,+,BSU14071,fadG,gene,,1479137,1480867,1479137,1480867,1,1479137,1480867,Y,,1482095,1482096,1482095
1578,NC_000964.3,1480933,1481451,+,BSU14072,ykzU,gene,,1480933,1481451,1480933,1481451,1,1480933,1481451,Y,,1482095,1482096,1482095
1579,NC_000964.3,1481547,1482095,+,BSU14080,ykuH,gene,,1481547,1482095,1481547,1482095,1,1481547,1482095,Y,,1482095,1482096,1482095
1580,NC_000964.3,1482248,1483471,+,BSU14090,ykuI,gene,,1482248,1483471,1482248,1483471,1,1482248,1483471,Y,,1483640,1483641,1483643
1581,NC_000964.3,1483539,1483640,+,BSU_none_93,S512,ncRNA,,1483539,1483640,1483539,1483640,1,1483539,1483640,Y,,1483640,1483641,1483643
1582,NC_000964.3,1484117,1484356,+,BSU14100,ykuJ,gene,,1484117,1484356,1484117,1484356,1,1484117,1484356,Y,,1484356,1484357,1484356
1583,NC_000964.3,1484466,1484984,+,BSU14110,ykuK,gene,,1484466,1484984,1484466,1484984,1,1484466,1484984,Y,,1484984,1484985,1484984
1584,NC_000964.3,1485118,1485315,+,BSU14120,ykzF,gene,,1485118,1485315,1485118,1485315,1,1485118,1485315,Y,,1485315,1485316,1485358
1585,NC_000964.3,1485453,1485896,+,BSU14130,ykuL,gene,,1485453,1485896,1485453,1485896,1,1485453,1485896,Y,,1485896,1485897,1485896
1586,NC_000964.3,1486045,1486926,+,BSU14140,ccpC,gene,,1486045,1486926,1486045,1486926,1,1486045,1486926,Y,,1486926,1486927,1486926
1587,NC_000964.3,1487038,1487514,+,BSU14150,ykuN,gene,,1487038,1487514,1487038,1487514,1,1487038,1487514,Y,,1488868,1488869,1488868
1588,NC_000964.3,1487504,1488397,+,BSU14160,ykuO,gene,,1487504,1488397,1487504,1488397,1,1487504,1488397,Y,,1488868,1488869,1488868
1589,NC_000964.3,1488413,1488868,+,BSU14170,ykuP,gene,,1488413,1488868,1488413,1488868,1,1488413,1488868,Y,,1488868,1488869,1488868
1590,NC_000964.3,1488973,1489683,+,BSU14180,dapH,gene,,1488973,1489683,1488973,1489683,1,1488973,1489683,Y,,1491184,1491185,1491184
1591,NC_000964.3,1489753,1490877,+,BSU14190,dapL,gene,,1489753,1490877,1489753,1490877,1,1489753,1490877,Y,,1491184,1491185,1491184
1592,NC_000964.3,1490939,1491184,+,BSU14200,ykuS,gene,,1490939,1491184,1490939,1491184,1,1490939,1491184,Y,,1491184,1491185,1491184
1594,NC_000964.3,1492261,1492803,+,BSU14220,ykuU,gene,,1492261,1492803,1492261,1492803,1,1492261,1492803,Y,,1493321,1493322,1493321
1595,NC_000964.3,1492875,1493321,+,BSU14230,ykuV,gene,,1492875,1493321,1492875,1493321,1,1492875,1493321,Y,,1493321,1493322,1493321
1596,NC_000964.3,1493787,1494362,+,BSU14240,rok,gene,,1493787,1494362,1493787,1494362,1,1493787,1494362,Y,,1494362,1494363,1494405
1598,NC_000964.3,1495505,1496104,+,BSU14260,mobA,gene,,1495505,1496104,1495505,1496104,1,1495505,1496104,Y,,1499665,1499666,1499665
1599,NC_000964.3,1496155,1497174,+,BSU14270,moeB,gene,,1496155,1497174,1496155,1497174,1,1496155,1497174,Y,,1499665,1499666,1499665
1600,NC_000964.3,1497192,1498484,+,BSU14280,moeA,gene,,1497192,1498484,1497192,1498484,1,1497192,1498484,Y,,1499665,1499666,1499665
1601,NC_000964.3,1498445,1498966,+,BSU14290,mobB,gene,,1498445,1498966,1498445,1498966,1,1498445,1498966,Y,,1499665,1499666,1499665
1602,NC_000964.3,1498966,1499439,+,BSU14300,moaE,gene,,1498966,1499439,1498966,1499439,1,1498966,1499439,Y,,1499665,1499666,1499665
1603,NC_000964.3,1499432,1499665,+,BSU14310,moaD,gene,,1499432,1499665,1499432,1499665,1,1499432,1499665,Y,,1499665,1499666,1499665
1604,NC_000964.3,1499889,1501646,+,BSU14320,yknU,gene,,1499889,1501646,1499889,1501646,1,1499889,1501646,Y,,1503472,1503473,1503472
1605,NC_000964.3,1501658,1503472,+,BSU14330,yknV,gene,,1501658,1503472,1501658,1503472,1,1501658,1503472,Y,,1503472,1503473,1503472
1606,NC_000964.3,1503582,1504277,+,BSU14340,yknW,gene,,1503582,1504277,1503582,1504277,1,1503582,1504277,Y,,1507298,1507299,1507298
1607,NC_000964.3,1504282,1505415,+,BSU14350,yknX,gene,,1504282,1505415,1504282,1505415,1,1504282,1505415,Y,,1507298,1507299,1507298
1608,NC_000964.3,1505416,1506108,+,BSU14360,yknY,gene,,1505416,1506108,1505416,1506108,1,1505416,1506108,Y,,1507298,1507299,1507298
1609,NC_000964.3,1506105,1507298,+,BSU14370,yknZ,gene,,1506105,1507298,1506105,1507298,1,1506105,1507298,Y,,1507298,1507299,1507298
1610,NC_000964.3,1507578,1508333,+,BSU14380,fruR,gene,,1507578,1508333,1507578,1508333,1,1507578,1508333,Y,,1511163,1511164,1511163
1611,NC_000964.3,1508330,1509241,+,BSU14390,fruK,gene,,1508330,1509241,1508330,1509241,1,1508330,1509241,Y,,1511163,1511164,1511163
1612,NC_000964.3,1509256,1511163,+,BSU14400,fruA,gene,,1509256,1511163,1509256,1511163,1,1509256,1511163,Y,,1511163,1511164,1511163
1613,NC_000964.3,1511308,1511889,+,BSU14410,sipT,gene,,1511308,1511889,1511308,1511889,1,1511308,1511889,Y,,1511889,1511890,1511889
1615,NC_000964.3,1512373,1513995,+,BSU14430,ykpA,gene,,1512373,1513995,1512373,1513995,1,1512373,1513995,Y,,1514963,1514964,1514963
1616,NC_000964.3,1514052,1514963,+,BSU14440,ykpB,gene,,1514052,1514963,1514052,1514963,1,1514052,1514963,Y,,1514963,1514964,1514963
1620,NC_000964.3,1517865,1518143,+,BSU14480,abh,gene,,1517865,1518143,1517865,1518143,1,1517865,1518143,Y,,1518143,1518144,1518188
1622,NC_000964.3,1518333,1519619,+,BSU14490,kinC,gene,,1518333,1519619,1518333,1519619,1,1518333,1519619,Y,,1521196,1521197,1521196
1623,NC_000964.3,1519635,1520468,+,BSU14500,ykqA,gene,,1519635,1520468,1519635,1520468,1,1519635,1520468,Y,,1521196,1521197,1521196
1624,NC_000964.3,1520531,1521196,+,BSU14510,ktrC,gene,,1520531,1521196,1520531,1521196,1,1520531,1521196,Y,,1521196,1521197,1521196
1625,NC_000964.3,1521351,1523084,+,BSU14520,adeC,gene,,1521351,1523084,1521351,1523084,1,1521351,1523084,Y,,1523084,1523085,1523084
1629,NC_000964.3,1525386,1526159,+,BSU14550,ykrA,gene,,1525386,1526159,1525386,1526159,1,1525386,1526159,Y,,1526159,1526160,1526193
1632,NC_000964.3,1527231,1527902,+,BSU14570,ykyA,gene,,1527231,1527902,1527231,1527902,1,1527231,1527902,Y,,1527902,1527903,1527902
1633,NC_000964.3,1528326,1529441,+,BSU14580,pdhA,gene,,1528326,1529441,1528326,1529441,1,1528326,1529441,Y,,1530422,1530423,1530422
1634,NC_000964.3,1529445,1530422,+,BSU14590,pdhB,gene,,1529445,1530422,1529445,1530422,1,1529445,1530422,Y,,1530422,1530423,1530422
1635,NC_000964.3,1530537,1531865,+,BSU14600,pdhC,gene,,1530537,1531865,1530537,1531865,1,1530537,1531865,Y,,1533282,1533283,1533327
1636,NC_000964.3,1531870,1533282,+,BSU14610,pdhD,gene,,1531870,1533282,1531870,1533282,1,1531870,1533282,Y,,1533282,1533283,1533327
1638,NC_000964.3,1534120,1534239,+,BSU14629,ykzW,gene,,1534120,1534239,1534120,1534239,1,1534120,1534239,Y,,1534239,1534240,1534239
1640,NC_000964.3,1535936,1536202,+,BSU14640,yktA,gene,,1535936,1536202,1535936,1536202,1,1535936,1536202,Y,,1536202,1536203,1536202
1642,NC_000964.3,1537113,1537301,+,BSU14660,ykzI,gene,,1537113,1537301,1537113,1537301,1,1537113,1537301,Y,,1537301,1537302,1537301
1643,NC_000964.3,1537441,1538238,+,BSU14670,suhB,gene,,1537441,1538238,1537441,1538238,1,1537441,1538238,Y,,1538692,1538693,1538692
1644,NC_000964.3,1538264,1538692,+,BSU14680,ykzC,gene,,1538264,1538692,1538264,1538692,1,1538264,1538692,Y,,1538692,1538693,1538692
1647,NC_000964.3,1541886,1543826,+,BSU14710,ylaA,gene,,1541886,1543826,1541886,1543826,1,1541886,1543826,Y,,1544896,1544897,1544896
1648,NC_000964.3,1543816,1544085,+,BSU14720,ylaB,gene,,1543816,1544085,1543816,1544085,1,1543816,1544085,Y,,1544896,1544897,1544896
1649,NC_000964.3,1544085,1544606,+,BSU14730,ylaC,gene,,1544085,1544606,1544085,1544606,1,1544085,1544606,Y,,1544896,1544897,1544896
1650,NC_000964.3,1544603,1544896,+,BSU14740,ylaD,gene,,1544603,1544896,1544603,1544896,1,1544603,1544896,Y,,1544896,1544897,1544896
1653,NC_000964.3,1546121,1547959,+,BSU14770,bipA,gene,,1546121,1547959,1546121,1547959,1,1546121,1547959,Y,,1548333,1548334,1548364
1654,NC_000964.3,1548016,1548333,+,BSU14780,ylaH,gene,,1548016,1548333,1548016,1548333,1,1548016,1548333,Y,,1548333,1548334,1548364
1657,NC_000964.3,1549465,1550793,+,BSU14810,ylaK,gene,,1549465,1550793,1549465,1550793,1,1549465,1550793,Y,,1550793,1550794,1550793
1659,NC_000964.3,1551385,1552314,+,BSU14830,ylaM,gene,,1551385,1552314,1551385,1552314,1,1551385,1552314,Y,,1552693,1552694,1552734
1660,NC_000964.3,1552412,1552693,+,BSU14840,ylaN,gene,,1552412,1552693,1552412,1552693,1,1552412,1552693,Y,,1552693,1552694,1552734
1661,NC_000964.3,1552899,1554110,+,BSU14850,ftsW,gene,,1552899,1554110,1552899,1554110,1,1552899,1554110,Y,,1557631,1557632,1557671
1662,NC_000964.3,1554185,1557631,+,BSU14860,pycA,gene,,1554185,1557631,1554185,1557631,1,1554185,1557631,Y,,1557631,1557632,1557671
1664,NC_000964.3,1559309,1560226,+,BSU14880,ctaB,gene,,1559309,1560226,1559309,1560226,1,1559309,1560226,Y,,1560226,1560227,1560322
1665,NC_000964.3,1560466,1561536,+,BSU14890,ctaC,gene,,1560466,1561536,1560466,1561536,1,1560466,1561536,Y,,1565315,1565316,1565315
1666,NC_000964.3,1561569,1563437,+,BSU14900,ctaD,gene,,1561569,1563437,1561569,1563437,1,1561569,1563437,Y,,1565315,1565316,1565315
1667,NC_000964.3,1563437,1564060,+,BSU14910,ctaE,gene,,1563437,1564060,1563437,1564060,1,1563437,1564060,Y,,1565315,1565316,1565315
1668,NC_000964.3,1564063,1564395,+,BSU14920,ctaF,gene,,1564063,1564395,1564063,1564395,1,1564063,1564395,Y,,1565315,1565316,1565315
1669,NC_000964.3,1564422,1565315,+,BSU14930,ctaG,gene,,1564422,1565315,1564422,1565315,1,1564422,1565315,Y,,1565315,1565316,1565315
1671,NC_000964.3,1565849,1566295,+,BSU14950,ylbB,gene,,1565849,1566295,1565849,1566295,1,1565849,1566295,Y,,1567419,1567420,1567419
1672,NC_000964.3,1566379,1567419,+,BSU14960,ylbC,gene,,1566379,1567419,1566379,1567419,1,1566379,1567419,Y,,1567419,1567420,1567419
1673,NC_000964.3,1567651,1568049,+,BSU14970,ylbD,gene,,1567651,1568049,1567651,1568049,1,1567651,1568049,Y,,1568304,1568305,1568304
1674,NC_000964.3,1568065,1568304,+,BSU14980,ylbE,gene,,1568065,1568304,1568065,1568304,1,1568065,1568304,Y,,1568304,1568305,1568304
1675,NC_000964.3,1568420,1568869,+,BSU14990,ylbF,gene,,1568420,1568869,1568420,1568869,1,1568420,1568869,Y,,1569196,1569197,1569196
1676,NC_000964.3,1568924,1569196,+,BSU15000,ylbG,gene,,1568924,1569196,1568924,1569196,1,1568924,1569196,Y,,1569196,1569197,1569196
1678,NC_000964.3,1569519,1570073,+,BSU15010,ylbH,gene,,1569519,1570073,1569519,1570073,1,1569519,1570073,Y,,1570563,1570564,1570563
