,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_Start,UTR_START,UTR_END
2723,NC_000964.3,2555887,2556066,-,BSU24660,yqzE,gene,,2555887,2556066,2555887,2556066,1,2555887,2556066,Y,,2555887,2555886,2555887
2724,NC_000964.3,2556137,2556511,-,BSU24670,comGG,gene,,2556137,2556511,2556137,2556511,1,2556137,2556511,Y,,2555887,2555886,2555887
2725,NC_000964.3,2556512,2556895,-,BSU24680,comGF,gene,,2556512,2556895,2556512,2556895,1,2556512,2556895,Y,,2555887,2555886,2555887
2726,NC_000964.3,2556921,2557268,-,BSU24690,comGE,gene,,2556921,2557268,2556921,2557268,1,2556921,2557268,Y,,2555887,2555886,2555887
2727,NC_000964.3,2557252,2557683,-,BSU24700,comGD,gene,,2557252,2557683,2557252,2557683,1,2557252,2557683,Y,,2555887,2555886,2555887
2728,NC_000964.3,2557673,2557969,-,BSU24710,comGC,gene,,2557673,2557969,2557673,2557969,1,2557673,2557969,Y,,2555887,2555886,2555887
2729,NC_000964.3,2557983,2558954,-,BSU24720,comGB,gene,,2557983,2558954,2557983,2558954,1,2557983,2558954,Y,,2555887,2555886,2555887
2730,NC_000964.3,2559007,2560077,-,BSU24730,comGA,gene,,2559007,2560077,2559007,2560077,1,2559007,2560077,Y,,2555887,2555886,2555887
2731,NC_000964.3,2560489,2561442,-,BSU24740,yqxL,gene,,2560489,2561442,2560489,2561442,1,2560489,2561442,Y,,2560489,2560488,2560489
2733,NC_000964.3,2562966,2563802,-,BSU24760,rsbRD,gene,,2562966,2563802,2562966,2563802,1,2562966,2563802,Y,,2562966,2562965,2562966
2735,NC_000964.3,2564026,2564406,-,BSU24770,mgsR,gene,,2564026,2564406,2564026,2564406,1,2564026,2564406,Y,,2564026,2564025,2564026
2737,NC_000964.3,2564923,2565558,-,BSU24790,yqgX,gene,,2564923,2565558,2564923,2565558,1,2564923,2565558,Y,,2564923,2564922,2564886
2739,NC_000964.3,2565920,2566234,-,BSU24810,yqgV,gene,,2565920,2566234,2565920,2566234,1,2565920,2566234,Y,,2565920,2565919,2565920
2740,NC_000964.3,2566237,2567298,-,BSU24820,yqgU,gene,,2566237,2567298,2566237,2567298,1,2566237,2567298,Y,,2565920,2565919,2565920
2741,NC_000964.3,2567360,2568490,-,BSU24830,yqgT,gene,,2567360,2568490,2567360,2568490,1,2567360,2568490,Y,,2565920,2565919,2565920
2742,NC_000964.3,2568573,2570489,-,BSU24840,yqgS,gene,,2568573,2570489,2568573,2570489,1,2568573,2570489,Y,,2565920,2565919,2565920
2744,NC_000964.3,2570606,2571571,-,BSU24850,glcK,gene,,2570606,2571571,2570606,2571571,1,2570606,2571571,Y,,2570606,2570605,2570606
2745,NC_000964.3,2571582,2571797,-,BSU24860,yqgQ,gene,,2571582,2571797,2571582,2571797,1,2571582,2571797,Y,,2570606,2570605,2570606
2746,NC_000964.3,2571907,2573430,-,BSU24870,glpG,gene,,2571907,2573430,2571907,2573430,1,2571907,2573430,Y,,2571907,2571906,2571907
2747,NC_000964.3,2573520,2573693,-,BSU24880,yqgO,gene,,2573520,2573693,2573520,2573693,1,2573520,2573693,Y,,2571907,2571906,2571907
2748,NC_000964.3,2573760,2574323,-,BSU24890,yqgN,gene,,2573760,2574323,2573760,2574323,1,2573760,2574323,Y,,2571907,2571906,2571907
2749,NC_000964.3,2574408,2574557,-,BSU24900,rpmGA,gene,,2574408,2574557,2574408,2574557,1,2574408,2574557,Y,,2571907,2571906,2571907
2750,NC_000964.3,2574641,2575720,-,BSU24910,yqgM,gene,,2574641,2575720,2574641,2575720,1,2574641,2575720,Y,,2571907,2571906,2571907
2751,NC_000964.3,2575717,2576187,-,BSU24920,yqgL,gene,,2575717,2576187,2575717,2576187,1,2575717,2576187,Y,,2571907,2571906,2571907
2754,NC_000964.3,2577210,2577992,-,BSU24950,pstBB,gene,,2577210,2577992,2577210,2577992,1,2577210,2577992,Y,,2577210,2577209,2577210
2755,NC_000964.3,2578003,2578812,-,BSU24960,pstBA,gene,,2578003,2578812,2578003,2578812,1,2578003,2578812,Y,,2577210,2577209,2577210
2756,NC_000964.3,2578833,2579717,-,BSU24970,pstA,gene,,2578833,2579717,2578833,2579717,1,2578833,2579717,Y,,2577210,2577209,2577210
2757,NC_000964.3,2579717,2580646,-,BSU24980,pstC,gene,,2579717,2580646,2579717,2580646,1,2579717,2580646,Y,,2577210,2577209,2577210
2758,NC_000964.3,2580715,2581617,-,BSU24990,pstS,gene,,2580715,2581617,2580715,2581617,1,2580715,2581617,Y,,2577210,2577209,2577210
2759,NC_000964.3,2581771,2583921,-,BSU25000,pbpA,gene,,2581771,2583921,2581771,2583921,1,2581771,2583921,Y,,2581771,2581770,2581737
2760,NC_000964.3,2584035,2585327,-,BSU25010,yqgE,gene,,2584035,2585327,2584035,2585327,1,2584035,2585327,Y,,2584035,2584034,2584035
2761,NC_000964.3,2585434,2586042,-,BSU25020,sodA,gene,,2585434,2586042,2585434,2586042,1,2585434,2586042,Y,,2585434,2585433,2585395
2762,NC_000964.3,2586221,2586703,-,BSU25030,yqgC,gene,,2586221,2586703,2586221,2586703,1,2586221,2586703,Y,,2586221,2586220,2586221
2764,NC_000964.3,2587996,2588424,-,BSU25050,yqgA,gene,,2587996,2588424,2587996,2588424,1,2587996,2588424,Y,,2587996,2587995,2587900
2767,NC_000964.3,2590282,2590671,-,BSU25080,yqfX,gene,,2590282,2590671,2590282,2590671,1,2590282,2590671,Y,,2590282,2590281,2590282
2769,NC_000964.3,2591428,2591865,-,BSU25100,zur,gene,,2591428,2591865,2591428,2591865,1,2591428,2591865,Y,,2591428,2591427,2591428
2770,NC_000964.3,2592003,2592884,-,BSU25110,yqfU,gene,,2592003,2592884,2592003,2592884,1,2592003,2592884,Y,,2592003,2592002,2592003
2772,NC_000964.3,2593281,2594174,-,BSU25130,yqfS,gene,,2593281,2594174,2593281,2594174,1,2593281,2594174,Y,,2593281,2593280,2593251
2773,NC_000964.3,2594184,2595500,-,BSU25140,cshB,gene,,2594184,2595500,2594184,2595500,1,2594184,2595500,Y,,2593281,2593280,2593251
2776,NC_000964.3,2597502,2598623,-,BSU25170,yqfO,gene,,2597502,2598623,2597502,2598623,1,2597502,2598623,Y,,2597502,2597501,2597502
2777,NC_000964.3,2598616,2599266,-,BSU25180,trmK,gene,,2598616,2599266,2598616,2599266,1,2598616,2599266,Y,,2597502,2597501,2597502
2778,NC_000964.3,2599523,2599885,-,BSU25190,cccA,gene,,2599523,2599885,2599523,2599885,1,2599523,2599885,Y,,2599523,2599522,2599523
2780,NC_000964.3,2600214,2601329,-,BSU25200,sigA,gene,,2600214,2601329,2600214,2601329,1,2600214,2601329,Y,,2600214,2600213,2600181
2781,NC_000964.3,2601528,2603339,-,BSU25210,dnaG,gene,,2601528,2603339,2601528,2603339,1,2601528,2603339,Y,,2601528,2601527,2601528
2783,NC_000964.3,2603373,2603867,-,BSU25230,yqxD,gene,,2603373,2603867,2603373,2603867,1,2603373,2603867,Y,,2601528,2601527,2601528
2784,NC_000964.3,2604121,2604933,-,BSU25240,yqfL,gene,,2604121,2604933,2604121,2604933,1,2604121,2604933,Y,,2604121,2604120,2604121
2785,NC_000964.3,2604959,2605597,-,BSU25250,ccpN,gene,,2604959,2605597,2604959,2605597,1,2604959,2605597,Y,,2604121,2604120,2604121
2786,NC_000964.3,2605730,2607769,-,BSU25260,glyS,gene,,2605730,2607769,2605730,2607769,1,2605730,2607769,Y,,2605730,2605729,2605683
2787,NC_000964.3,2607762,2608649,-,BSU25270,glyQ,gene,,2607762,2608649,2607762,2608649,1,2607762,2608649,Y,,2605730,2605729,2605683
2788,NC_000964.3,2608694,2608916,-,Leader_glyQ,glyQ_leader,riboswitch,,2608694,2608916,2608694,2608916,1,2608694,2608916,Y,,2605730,2605729,2605683
2790,NC_000964.3,2608946,2609713,-,BSU25280,recO,gene,,2608946,2609713,2608946,2609713,1,2608946,2609713,Y,,2605730,2605729,2605683
2791,NC_000964.3,2609750,2609893,-,BSU25289,yqzL,gene,,2609750,2609893,2609750,2609893,1,2609750,2609893,Y,,2605730,2605729,2605683
2792,NC_000964.3,2610041,2610946,-,BSU25290,era,gene,,2610041,2610946,2610041,2610946,1,2610041,2610946,Y,,2610041,2610040,2610041
2793,NC_000964.3,2610927,2611337,-,BSU25300,cdd,gene,,2610927,2611337,2610927,2611337,1,2610927,2611337,Y,,2610041,2610040,2610041
2794,NC_000964.3,2611456,2611827,-,BSU25310,dgkA,gene,,2611456,2611827,2611456,2611827,1,2611456,2611827,Y,,2611456,2611455,2611456
2795,NC_000964.3,2611808,2612281,-,BSU25320,yqfG,gene,,2611808,2612281,2611808,2612281,1,2611808,2612281,Y,,2611456,2611455,2611456
2796,NC_000964.3,2612282,2614417,-,BSU25330,yqfF,gene,,2612282,2614417,2612282,2614417,1,2612282,2614417,Y,,2611456,2611455,2611456
2797,NC_000964.3,2614496,2615455,-,BSU25340,phoH,gene,,2614496,2615455,2614496,2615455,1,2614496,2615455,Y,,2611456,2611455,2611456
2798,NC_000964.3,2615452,2616648,-,BSU25350,yqfD,gene,,2615452,2616648,2615452,2616648,1,2615452,2616648,Y,,2611456,2611455,2611456
2799,NC_000964.3,2616667,2616948,-,BSU25360,yqfC,gene,,2616667,2616948,2616667,2616948,1,2616667,2616948,Y,,2611456,2611455,2611456
2800,NC_000964.3,2617005,2617424,-,BSU25370,yqfB,gene,,2617005,2617424,2617005,2617424,1,2617005,2617424,Y,,2611456,2611455,2611456
2801,NC_000964.3,2617449,2618444,-,BSU25380,yqfA,gene,,2617449,2618444,2617449,2618444,1,2617449,2618444,Y,,2611456,2611455,2611456
2802,NC_000964.3,2618466,2619779,-,BSU25390,yqeZ,gene,,2618466,2619779,2618466,2619779,1,2618466,2619779,Y,,2611456,2611455,2611456
2803,NC_000964.3,2619910,2620356,-,BSU25400,yqeY,gene,,2619910,2620356,2619910,2620356,1,2619910,2620356,Y,,2619910,2619909,2619866
2804,NC_000964.3,2620371,2620544,-,BSU25410,rpsU,gene,,2620371,2620544,2620371,2620544,1,2620371,2620544,Y,,2619910,2619909,2619866
2806,NC_000964.3,2621677,2623032,-,BSU25430,rimO,gene,,2621677,2623032,2621677,2623032,1,2621677,2623032,Y,,2621677,2621676,2621637
2807,NC_000964.3,2623032,2623802,-,BSU25440,yqeU,gene,,2623032,2623802,2623032,2623802,1,2623032,2623802,Y,,2621677,2621676,2621637
2808,NC_000964.3,2623825,2624760,-,BSU25450,prmA,gene,,2623825,2624760,2623825,2624760,1,2623825,2624760,Y,,2621677,2621676,2621637
2809,NC_000964.3,2624785,2625912,-,BSU25460,dnaJ,gene,,2624785,2625912,2624785,2625912,1,2624785,2625912,Y,,2621677,2621676,2621637
2810,NC_000964.3,2626112,2627947,-,BSU25470,dnaK,gene,,2626112,2627947,2626112,2627947,1,2626112,2627947,Y,,2626112,2626111,2625998
2811,NC_000964.3,2627971,2628534,-,BSU25480,grpE,gene,,2627971,2628534,2627971,2628534,1,2627971,2628534,Y,,2626112,2626111,2625998
2812,NC_000964.3,2628606,2629637,-,BSU25490,hrcA,gene,,2628606,2629637,2628606,2629637,1,2628606,2629637,Y,,2626112,2626111,2625998
2813,NC_000964.3,2629718,2630857,-,BSU25500,hemN,gene,,2629718,2630857,2629718,2630857,1,2629718,2630857,Y,,2626112,2626111,2625998
2814,NC_000964.3,2630910,2632748,-,BSU25510,lepA,gene,,2630910,2632748,2630910,2632748,1,2630910,2632748,Y,,2626112,2626111,2625998
2815,NC_000964.3,2632882,2633220,-,BSU25520,yqxA,gene,,2632882,2633220,2632882,2633220,1,2632882,2633220,Y,,2632882,2632881,2632882
2816,NC_000964.3,2633237,2634442,-,BSU25530,spoIIP,gene,,2633237,2634442,2633237,2634442,1,2633237,2634442,Y,,2632882,2632881,2632882
2817,NC_000964.3,2634505,2635611,-,BSU25540,gpr,gene,,2634505,2635611,2634505,2635611,1,2634505,2635611,Y,,2632882,2632881,2632882
2819,NC_000964.3,2636096,2637139,-,BSU25560,holA,gene,,2636096,2637139,2636096,2637139,1,2636096,2637139,Y,,2636096,2636095,2636096
2820,NC_000964.3,2637203,2637542,-,BSU_none_136,S962,ncRNA,,2637203,2637542,2637203,2637542,1,2637203,2637542,Y,,2636096,2636095,2636096
2822,NC_000964.3,2637543,2639873,-,BSU25570,comEC,gene,,2637543,2639873,2637543,2639873,1,2637543,2639873,Y,,2636096,2636095,2636096
2823,NC_000964.3,2639877,2640446,-,BSU25580,comEB,gene,,2639877,2640446,2639877,2640446,1,2639877,2640446,Y,,2636096,2636095,2636096
2824,NC_000964.3,2640513,2641130,-,BSU25590,comEA,gene,,2640513,2641130,2640513,2641130,1,2640513,2641130,Y,,2636096,2636095,2636096
2826,NC_000964.3,2642101,2642844,-,BSU25610,yqeM,gene,,2642101,2642844,2642101,2642844,1,2642101,2642844,Y,,2642101,2642100,2642086
2827,NC_000964.3,2642841,2643197,-,BSU25620,yqeL,gene,,2642841,2643197,2642841,2643197,1,2642841,2643197,Y,,2642101,2642100,2642086
2828,NC_000964.3,2643215,2643775,-,BSU25630,yqeK,gene,,2643215,2643775,2643215,2643775,1,2643215,2643775,Y,,2642101,2642100,2642086
2829,NC_000964.3,2643765,2644334,-,BSU25640,nadD,gene,,2643765,2644334,2643765,2644334,1,2643765,2644334,Y,,2642101,2642100,2642086
2830,NC_000964.3,2644346,2644636,-,BSU25650,yqeI,gene,,2644346,2644636,2644346,2644636,1,2644346,2644636,Y,,2642101,2642100,2642086
2831,NC_000964.3,2644630,2645472,-,BSU25660,aroD,gene,,2644630,2645472,2644630,2645472,1,2644630,2645472,Y,,2642101,2642100,2642086
2832,NC_000964.3,2645490,2646590,-,BSU25670,yqeH,gene,,2645490,2646590,2645490,2646590,1,2645490,2646590,Y,,2642101,2642100,2642086
2833,NC_000964.3,2646594,2647112,-,BSU25680,yqeG,gene,,2646594,2647112,2646594,2647112,1,2646594,2647112,Y,,2642101,2642100,2642086
2835,NC_000964.3,2647753,2647845,-,BSU_none_30,S968,gene,,2647753,2647845,2647753,2647845,1,2647753,2647845,Y,,2647753,2647752,2647753
2836,NC_000964.3,2647920,2648651,-,BSU25700,yqeF,gene,,2647920,2648651,2647920,2648651,1,2647920,2648651,Y,,2647753,2647752,2647753
2837,NC_000964.3,2648903,2649655,-,BSU25710,cwlH,gene,,2648903,2649655,2648903,2649655,1,2648903,2649655,Y,,2648903,2648902,2648903
2839,NC_000964.3,2650487,2651380,-,BSU25730,yqeC,gene,,2650487,2651380,2650487,2651380,1,2650487,2651380,Y,,2650487,2650486,2650487
2841,NC_000964.3,2652387,2652797,-,BSU25750,nucB,gene,,2652387,2652797,2652387,2652797,1,2652387,2652797,Y,,2652387,2652386,2652387
2842,NC_000964.3,2653371,2654873,-,BSU25770,spoIVCA,gene,,2653371,2654873,2653371,2654873,1,2653371,2654873,Y,,2653371,2653370,2653371
2843,NC_000964.3,2655322,2655741,-,BSU25780,arsC,gene,,2655322,2655741,2655322,2655741,1,2655322,2655741,Y,,2655322,2655321,2655322
2844,NC_000964.3,2655753,2656793,-,BSU25790,arsB,gene,,2655753,2656793,2655753,2656793,1,2655753,2656793,Y,,2655322,2655321,2655322
2845,NC_000964.3,2656816,2657256,-,BSU25800,yqcK,gene,,2656816,2657256,2656816,2657256,1,2656816,2657256,Y,,2655322,2655321,2655322
2846,NC_000964.3,2657317,2657634,-,BSU25810,arsR,gene,,2657317,2657634,2657317,2657634,1,2657317,2657634,Y,,2655322,2655321,2655322
2847,NC_000964.3,2658006,2658770,-,BSU25820,yqcI,gene,,2658006,2658770,2658006,2658770,1,2658006,2658770,Y,,2658006,2658005,2658006
2853,NC_000964.3,2663551,2663913,-,BSU25880,yqxJ,gene,,2663551,2663913,2663551,2663913,1,2663551,2663913,Y,,2663551,2663550,2663551
2854,NC_000964.3,2663929,2664408,-,BSU25890,yqxI,gene,,2663929,2664408,2663929,2664408,1,2663929,2664408,Y,,2663551,2663550,2663551
2855,NC_000964.3,2664573,2665391,-,BSU25900,cwlA,gene,,2664573,2665391,2664573,2665391,1,2664573,2665391,Y,,2664573,2664572,2664573
2857,NC_000964.3,2665436,2665858,-,BSU25910,yqxH,gene,,2665436,2665858,2665436,2665858,1,2665436,2665858,Y,,2664573,2664572,2664573
2858,NC_000964.3,2665903,2666796,-,BSU25920,yqxG,gene,,2665903,2666796,2665903,2666796,1,2665903,2666796,Y,,2664573,2664572,2664573
2859,NC_000964.3,2666884,2667048,-,BSU25930,yqcE,gene,,2666884,2667048,2666884,2667048,1,2666884,2667048,Y,,2664573,2664572,2664573
2860,NC_000964.3,2667045,2667380,-,BSU25940,yqcD,gene,,2667045,2667380,2667045,2667380,1,2667045,2667380,Y,,2664573,2664572,2664573
2861,NC_000964.3,2667390,2668490,-,BSU25950,yqcC,gene,,2667390,2668490,2667390,2668490,1,2667390,2668490,Y,,2664573,2664572,2664573
2862,NC_000964.3,2668493,2668765,-,BSU25960,yqcB,gene,,2668493,2668765,2668493,2668765,1,2668493,2668765,Y,,2664573,2664572,2664573
2863,NC_000964.3,2668762,2669340,-,BSU25970,yqcA,gene,,2668762,2669340,2668762,2669340,1,2668762,2669340,Y,,2664573,2664572,2664573
2864,NC_000964.3,2669324,2670370,-,BSU25980,yqbT,gene,,2669324,2670370,2669324,2670370,1,2669324,2670370,Y,,2664573,2664572,2664573
2865,NC_000964.3,2670363,2670788,-,BSU25990,yqbS,gene,,2670363,2670788,2670363,2670788,1,2670363,2670788,Y,,2664573,2664572,2664573
2866,NC_000964.3,2670801,2671064,-,BSU26000,yqbR,gene,,2670801,2671064,2670801,2671064,1,2670801,2671064,Y,,2664573,2664572,2664573
2867,NC_000964.3,2671061,2672041,-,BSU26010,yqbQ,gene,,2671061,2672041,2671061,2672041,1,2671061,2672041,Y,,2664573,2664572,2664573
2868,NC_000964.3,2672054,2672713,-,BSU26020,yqbP,gene,,2672054,2672713,2672054,2672713,1,2672054,2672713,Y,,2664573,2664572,2664573
2869,NC_000964.3,2672706,2677463,-,BSU26030,yqbO,gene,,2672706,2677463,2672706,2677463,1,2672706,2677463,Y,,2664573,2664572,2664573
2871,NC_000964.3,2678362,2678577,-,BSU_none_138,S976,ncRNA,,2678362,2678577,2678362,2678577,1,2678362,2678577,Y,,2678362,2678361,2678344
2872,NC_000964.3,2678579,2679086,-,BSU_none_139,S977,ncRNA,,2678579,2679086,2678579,2679086,1,2678579,2679086,Y,,2678362,2678361,2678344
2874,NC_000964.3,2679142,2679585,-,BSU26060,yqbM,gene,,2679142,2679585,2679142,2679585,1,2679142,2679585,Y,,2678362,2678361,2678344
2875,NC_000964.3,2679588,2680988,-,BSU26075,yqbK,gene,,2679588,2680988,2679588,2680988,1,2679588,2680988,Y,,2678362,2678361,2678344
2876,NC_000964.3,2680989,2681180,-,BSU26089,yqzN,gene,,2680989,2681180,2680989,2681180,1,2680989,2681180,Y,,2678362,2678361,2678344
2877,NC_000964.3,2681177,2681614,-,BSU26090,yqbJ,gene,,2681177,2681614,2681177,2681614,1,2681177,2681614,Y,,2678362,2678361,2678344
2878,NC_000964.3,2681627,2682130,-,BSU26100,yqbI,gene,,2681627,2682130,2681627,2682130,1,2681627,2682130,Y,,2678362,2678361,2678344
2879,NC_000964.3,2682127,2682489,-,BSU26110,yqbH,gene,,2682127,2682489,2682127,2682489,1,2682127,2682489,Y,,2678362,2678361,2678344
2880,NC_000964.3,2682486,2682881,-,BSU26120,yqbG,gene,,2682486,2682881,2682486,2682881,1,2682486,2682881,Y,,2678362,2678361,2678344
2881,NC_000964.3,2682885,2683196,-,BSU26130,yqbF,gene,,2682885,2683196,2682885,2683196,1,2682885,2683196,Y,,2678362,2678361,2678344
2882,NC_000964.3,2683207,2684142,-,BSU26140,yqbE,gene,,2683207,2684142,2683207,2684142,1,2683207,2684142,Y,,2678362,2678361,2678344
2883,NC_000964.3,2684161,2685129,-,BSU26150,yqbD,gene,,2684161,2685129,2684161,2685129,1,2684161,2685129,Y,,2678362,2678361,2678344
2884,NC_000964.3,2685162,2685815,-,BSU26160,yqbC,gene,,2685162,2685815,2685162,2685815,1,2685162,2685815,Y,,2678362,2678361,2678344
2885,NC_000964.3,2685856,2686773,-,BSU26170,yqbB,gene,,2685856,2686773,2685856,2686773,1,2685856,2686773,Y,,2678362,2678361,2678344
2886,NC_000964.3,2686770,2688302,-,BSU26180,yqbA,gene,,2686770,2688302,2686770,2688302,1,2686770,2688302,Y,,2678362,2678361,2678344
2887,NC_000964.3,2688306,2689601,-,BSU26190,yqaT,gene,,2688306,2689601,2688306,2689601,1,2688306,2689601,Y,,2678362,2678361,2678344
2888,NC_000964.3,2689594,2690313,-,BSU26200,yqaS,gene,,2689594,2690313,2689594,2690313,1,2689594,2690313,Y,,2678362,2678361,2678344
2889,NC_000964.3,2690381,2690845,-,BSU26210,yqaR,gene,,2690381,2690845,2690381,2690845,1,2690381,2690845,Y,,2678362,2678361,2678344
2890,NC_000964.3,2690989,2691444,-,BSU26220,yqaQ,gene,,2690989,2691444,2690989,2691444,1,2690989,2691444,Y,,2690989,2690988,2690989
2892,NC_000964.3,2692645,2692851,-,BSU26240,yqaO,gene,,2692645,2692851,2692645,2692851,1,2692645,2692851,Y,,2692645,2692644,2692645
2893,NC_000964.3,2692933,2693361,-,BSU26250,yqaN,gene,,2692933,2693361,2692933,2693361,1,2692933,2693361,Y,,2692645,2692644,2692645
2894,NC_000964.3,2693457,2693606,-,BSU26259,yqzO,gene,,2693457,2693606,2693457,2693606,1,2693457,2693606,Y,,2692645,2692644,2692645
2895,NC_000964.3,2693597,2694457,-,BSU26260,yqaM,gene,,2693597,2694457,2693597,2694457,1,2693597,2694457,Y,,2692645,2692644,2692645
2896,NC_000964.3,2694420,2695097,-,BSU26270,yqaL,gene,,2694420,2695097,2694420,2695097,1,2694420,2695097,Y,,2692645,2692644,2692645
2897,NC_000964.3,2695173,2696027,-,BSU26280,yqaK,gene,,2695173,2696027,2695173,2696027,1,2695173,2696027,Y,,2692645,2692644,2692645
2898,NC_000964.3,2696030,2696989,-,BSU26290,yqaJ,gene,,2696030,2696989,2696030,2696989,1,2696030,2696989,Y,,2692645,2692644,2692645
2899,NC_000964.3,2697095,2697289,-,BSU26300,yqaI,gene,,2697095,2697289,2697095,2697289,1,2697095,2697289,Y,,2697095,2697094,2697095
2900,NC_000964.3,2697419,2697676,-,BSU26310,yqaH,gene,,2697419,2697676,2697419,2697676,1,2697419,2697676,Y,,2697419,2697418,2697419
2901,NC_000964.3,2697673,2698242,-,BSU26320,yqaG,gene,,2697673,2698242,2697673,2698242,1,2697673,2698242,Y,,2697419,2697418,2697419
2902,NC_000964.3,2698316,2698456,-,BSU26330,yqdA,gene,,2698316,2698456,2698316,2698456,1,2698316,2698456,Y,,2697419,2697418,2697419
2903,NC_000964.3,2698486,2698716,-,BSU26340,yqaF,gene,,2698486,2698716,2698486,2698716,1,2698486,2698716,Y,,2697419,2697418,2697419
2905,NC_000964.3,2699510,2699677,-,BSU26360,yqaD,gene,,2699510,2699677,2699510,2699677,1,2699510,2699677,Y,,2699510,2699509,2699510
2906,NC_000964.3,2700033,2700569,-,BSU26370,yqaC,gene,,2700033,2700569,2700033,2700569,1,2700033,2700569,Y,,2700033,2700032,2700033
2908,NC_000964.3,2701979,2702143,-,BSU26400,yrkS,gene,,2701979,2702143,2701979,2702143,1,2701979,2702143,Y,,2701979,2701978,2701979
2909,NC_000964.3,2702688,2703104,-,BSU26410,yrkR,gene,,2702688,2703104,2702688,2703104,1,2702688,2703104,Y,,2702688,2702687,2702688
2910,NC_000964.3,2703150,2704448,-,BSU26420,yrkQ,gene,,2703150,2704448,2703150,2704448,1,2703150,2704448,Y,,2702688,2702687,2702688
2911,NC_000964.3,2704435,2705130,-,BSU26430,yrkP,gene,,2704435,2705130,2704435,2705130,1,2704435,2705130,Y,,2702688,2702687,2702688
2914,NC_000964.3,2708175,2708699,-,BSU26470,yrkL,gene,,2708175,2708699,2708175,2708699,1,2708175,2708699,Y,,2708175,2708174,2708175
2915,NC_000964.3,2708943,2709419,-,BSU26480,yrkK,gene,,2708943,2709419,2708943,2709419,1,2708943,2709419,Y,,2708943,2708942,2708943
2916,NC_000964.3,2710002,2710787,-,BSU26490,yrkJ,gene,,2710002,2710787,2710002,2710787,1,2710002,2710787,Y,,2710002,2710001,2710002
2917,NC_000964.3,2710848,2711075,-,BSU26500,yrkI,gene,,2710848,2711075,2710848,2711075,1,2710848,2711075,Y,,2710002,2710001,2710002
2918,NC_000964.3,2711109,2712242,-,BSU26510,yrkH,gene,,2711109,2712242,2711109,2712242,1,2711109,2712242,Y,,2710002,2710001,2710002
2919,NC_000964.3,2712272,2712382,-,BSU_none_32,S991,gene,,2712272,2712382,2712272,2712382,1,2712272,2712382,Y,,2710002,2710001,2710002
2920,NC_000964.3,2712577,2713134,-,BSU26530,yrkF,gene,,2712577,2713134,2712577,2713134,1,2712577,2713134,Y,,2712577,2712576,2712577
2921,NC_000964.3,2713320,2713802,-,BSU26540,yrkE,gene,,2713320,2713802,2713320,2713802,1,2713320,2713802,Y,,2713320,2713319,2713320
2922,NC_000964.3,2713949,2714140,-,BSU26550,yrkD,gene,,2713949,2714140,2713949,2714140,1,2713949,2714140,Y,,2713949,2713948,2713949
2923,NC_000964.3,2714933,2715493,-,BSU26560,yrkC,gene,,2714933,2715493,2714933,2715493,1,2714933,2715493,Y,,2714933,2714932,2714933
2924,NC_000964.3,2715719,2715865,-,BSU26570,yrkB,gene,,2715719,2715865,2715719,2715865,1,2715719,2715865,Y,,2715719,2715718,2715719
2925,NC_000964.3,2716035,2716856,-,BSU26580,bltR,gene,,2716035,2716856,2716035,2716856,1,2716035,2716856,Y,,2716035,2716034,2716035
2928,NC_000964.3,2718959,2720263,-,BSU26610,yrkA,gene,,2718959,2720263,2718959,2720263,1,2718959,2720263,Y,,2718959,2718958,2718959
2929,NC_000964.3,2720526,2720669,-,BSU26619,yrzO,gene,,2720526,2720669,2720526,2720669,1,2720526,2720669,Y,,2720526,2720525,2720526
2930,NC_000964.3,2720687,2721652,-,BSU26620,yrdR,gene,,2720687,2721652,2720687,2721652,1,2720687,2721652,Y,,2720526,2720525,2720526
2932,NC_000964.3,2722767,2723804,-,BSU26640,yrdP,gene,,2722767,2723804,2722767,2723804,1,2722767,2723804,Y,,2722767,2722766,2722767
2933,NC_000964.3,2723892,2724827,-,BSU26650,czcD,gene,,2723892,2724827,2723892,2724827,1,2723892,2724827,Y,,2722767,2722766,2722767
2934,NC_000964.3,2725114,2725503,-,BSU26660,yrdN,gene,,2725114,2725503,2725114,2725503,1,2725114,2725503,Y,,2725114,2725113,2725114
2936,NC_000964.3,2726885,2727163,-,BSU26680,yrdK,gene,,2726885,2727163,2726885,2727163,1,2726885,2727163,Y,,2726885,2726884,2726885
2937,NC_000964.3,2727160,2728482,-,BSU26690,brnQ,gene,,2727160,2728482,2727160,2728482,1,2727160,2728482,Y,,2726885,2726884,2726885
2938,NC_000964.3,2728647,2728979,-,BSU26700,azlD,gene,,2728647,2728979,2728647,2728979,1,2728647,2728979,Y,,2728647,2728646,2728647
2939,NC_000964.3,2728976,2729740,-,BSU26710,azlC,gene,,2728976,2729740,2728976,2729740,1,2728976,2729740,Y,,2728647,2728646,2728647
2940,NC_000964.3,2729753,2730226,-,BSU26720,azlB,gene,,2729753,2730226,2729753,2730226,1,2729753,2730226,Y,,2728647,2728646,2728647
